"striker","start_date","batting_team","bowling_team","innings","Runs","BallsFaced","Fours","Sixes","StrikeRate","NotOuts","Average","Hundreds","Fifties","HighScore","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"SM Boland",2022-03-31,"Victoria","Western Australia",1,1,6,0,0,16.6666666666667,1,Inf,0,0,1,"Sheffield Shield","2021/22",1270465,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Whiteman",NA,NA,NA
"AL Fekete",2018-02-16,"Tasmania","Western Australia",1,1,5,0,0,20,1,Inf,0,0,1,"Sheffield Shield","2017/18",1118882,"Bellerive Oval, Hobart","Hobart","Tasmania","Western Australia","Western Australia","field","MS Wade","Tasmania",NA,"87"
"JM Holland",2022-03-31,"Victoria","Western Australia",1,1,5,0,0,20,0,1,0,0,1,"Sheffield Shield","2021/22",1270465,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Whiteman",NA,NA,NA
"M Kelly",2022-11-11,"Western Australia","South Australia",1,1,5,0,0,20,0,1,0,0,1,"Sheffield Shield","2022/23",1322406,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","SM Whiteman","Western Australia",NA,"28"
"PM Siddle",2022-11-12,"Tasmania","New South Wales",1,1,5,0,0,20,0,1,0,0,1,"Sheffield Shield","2022/23",1322407,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","MS Wade",NA,NA,NA
"SP Mackin",2018-03-14,"Western Australia","South Australia",1,1,5,0,0,20,1,Inf,0,0,1,"Sheffield Shield","2017/18",1118893,"Gliderol Stadium, Adelaide","Adelaide","Western Australia","South Australia","South Australia","field","HWR Cartwright","Western Australia",NA,"241"
"BL Couch",2021-11-20,"Victoria","New South Wales",1,1,4,0,0,25,0,1,0,0,1,"Sheffield Shield","2021/22",1270462,"Sydney Cricket Ground","Sydney","New South Wales","Victoria","Victoria","field","TJ Dean",NA,NA,NA
"DJM Short",2022-03-15,"Western Australia","New South Wales",1,1,4,0,0,25,0,1,0,0,1,"Sheffield Shield","2021/22",1270445,"Bankstown Oval, Sydney","Sydney","Western Australia","New South Wales","Western Australia","bat","CT Bancroft",NA,NA,NA
"LR Morris",2021-04-03,"Western Australia","Tasmania",2,1,4,0,0,25,1,1,0,0,1,"Sheffield Shield","2020/21",1251085,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Western Australia","field","BJ Webster","Tasmania",NA,"175"
"NM Lyon",2021-03-20,"New South Wales","Tasmania",2,1,4,0,0,25,0,0.5,0,0,1,"Sheffield Shield","2020/21",1244510,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","JM Bird","Tasmania",NA,"298"
"RP Meredith",2022-12-01,"Tasmania","South Australia",2,1,4,0,0,25,1,1,0,0,1,"Sheffield Shield","2022/23",1322412,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","NA McSweeney","South Australia",NA,"208"
"T Sangha",2022-02-09,"New South Wales","Queensland",1,1,4,0,0,25,0,1,0,0,1,"Sheffield Shield","2021/22",1270459,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","CP Tremain","New South Wales","2",NA
"B Doggett",2021-04-03,"Queensland","New South Wales",1,1,3,0,0,33.3333333333333,1,Inf,0,0,1,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"JL Pattinson",2019-10-10,"Victoria","South Australia",1,1,3,0,0,33.3333333333333,1,Inf,0,0,1,"Marsh Sheffield Shield","2019/20",1196114,"Junction Oval, Melbourne","Melbourne","Victoria","South Australia","Victoria","bat","TLW Cooper",NA,NA,NA
"M Kelly",2018-02-08,"Western Australia","New South Wales",1,1,3,0,0,33.3333333333333,0,1,0,0,1,"Sheffield Shield","2017/18",1118881,"Western Australia Cricket Association Ground, Perth","Perth","New South Wales","Western Australia","New South Wales","bat","SP Mackin","Western Australia","4",NA
"NM Lyon",2022-10-31,"New South Wales","South Australia",1,1,3,0,0,33.3333333333333,1,Inf,0,0,1,"Sheffield Shield","2022/23",1322403,"North Dalton Park, Wollongong","Wollongong","New South Wales","South Australia","New South Wales","bat","WA Agar",NA,NA,NA
"T Murphy",2023-11-05,"Victoria","Tasmania",1,1,3,0,0,33.3333333333333,0,1,0,0,1,"Sheffield Shield","2023/24",1391779,"Junction Oval, Melbourne","Melbourne","Tasmania","Victoria","Victoria","field","MS Harris",NA,NA,NA
"DMK Grant",2021-03-06,"South Australia","New South Wales",1,1,2,0,0,50,1,Inf,0,0,1,"Sheffield Shield","2020/21",1251095,"Adelaide Oval","Adelaide","South Australia","New South Wales","South Australia","bat","SA Abbott","New South Wales","6",NA
"LC Hatcher",2021-04-03,"New South Wales","Queensland",1,1,2,0,0,50,1,Inf,0,0,1,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"LR Morris",2022-11-11,"Western Australia","South Australia",1,1,2,0,0,50,1,Inf,0,0,1,"Sheffield Shield","2022/23",1322406,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","SM Whiteman","Western Australia",NA,"28"
"MP Kuhnemann",2022-10-06,"Queensland","Tasmania",1,1,1,0,0,100,1,Inf,0,0,1,"Sheffield Shield","2022/23",1322397,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","GS Sandhu","Queensland",NA,"172"
"MT Steketee",2023-10-14,"Queensland","Victoria",1,1,1,0,0,100,1,Inf,0,0,1,"Sheffield Shield","2023/24",1391773,"Great Barrier Reef Arena, Mackay","Mackay","Victoria","Queensland","Queensland","field","MT Renshaw","Queensland",NA,"104"
"RP Meredith",2022-11-12,"Tasmania","New South Wales",1,1,1,0,0,100,1,Inf,0,0,1,"Sheffield Shield","2022/23",1322407,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","MS Wade",NA,NA,NA
"JM Holland",2019-11-12,"Victoria","Queensland",2,0,31,0,0,0,1,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196125,"Melbourne Cricket Ground","Melbourne","Queensland","Victoria","Victoria","field",NA,"Queensland",NA,"59"
"JS Buckingham",2023-11-15,"South Australia","Western Australia",2,0,22,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391782,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","J Goodwin","Western Australia","2",NA
"HNA Conway",2022-10-06,"South Australia","Victoria",1,0,21,0,0,0,1,NA,0,0,0,"Sheffield Shield","2022/23",1322398,"Karen Rolton Oval, Adelaide","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland",NA,NA,NA
"B Stanlake",2020-02-24,"Queensland","Victoria",2,0,19,0,0,0,1,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196137,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","SE Gotch","Victoria",NA,"44"
"HWR Cartwright",2023-03-23,"Western Australia","Victoria",1,0,19,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322426,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Western Australia","field","AJ Turner","Western Australia","9",NA
"L Pope",2020-11-08,"South Australia","Queensland",2,0,19,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1233453,"Gliderol Stadium, Adelaide","Adelaide","Queensland","South Australia","Queensland","bat","MJ Swepson","Queensland",NA,"62"
"CJ Gannon",2019-10-18,"Queensland","South Australia",1,0,18,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196118,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","South Australia","Queensland","South Australia","bat","M Labuschagne","Queensland","4",NA
"JC Silk",2020-02-14,"Tasmania","Queensland",2,0,18,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196134,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","MG Neser","Queensland","10",NA
"PM Siddle",2023-02-11,"Tasmania","New South Wales",1,0,17,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322416,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","DP Hughes",NA,NA,NA
"CA Vidler",2024-03-11,"Queensland","New South Wales",2,0,16,0,0,0,2,NA,0,0,0,"Sheffield Shield","2023/24",1391799,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","O Davies","New South Wales","5",NA
"SM Whiteman",2022-10-31,"Western Australia","Queensland",2,0,16,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322404,"Western Australia Cricket Association Ground, Perth","Perth","Queensland","Western Australia","Western Australia","field","AM Hardie","Western Australia","3",NA
"JD Wildermuth",2021-11-23,"Queensland","South Australia",1,0,15,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270441,"Karen Rolton Oval, Adelaide","Adelaide","Queensland","South Australia","South Australia","field","MP Kuhnemann","Queensland","8",NA
"JS Buckingham",2024-03-01,"South Australia","New South Wales",2,0,15,0,0,0,2,NA,0,0,0,"Sheffield Shield","2023/24",1391794,"Cricket Central, Sydney","Sydney","South Australia","New South Wales","New South Wales","field","DP Hughes",NA,NA,NA
"LR Morris",2022-10-31,"Western Australia","Queensland",1,0,15,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322404,"Western Australia Cricket Association Ground, Perth","Perth","Queensland","Western Australia","Western Australia","field","AM Hardie","Western Australia","3",NA
"MW Short",2021-03-05,"Victoria","Tasmania",1,0,15,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244506,"Melbourne Cricket Ground","Melbourne","Tasmania","Victoria","Victoria","field","JR Doran",NA,NA,NA
"CP Tremain",2023-10-26,"New South Wales","Victoria",2,0,14,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391776,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","F O'Neill","Victoria",NA,"205"
"T Sangha",2022-03-23,"New South Wales","South Australia",1,0,14,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270438,"Karen Rolton Oval, Adelaide","Adelaide","New South Wales","South Australia","South Australia","field","JJS Sangha","South Australia","5",NA
"CH Stobo",2024-03-11,"Western Australia","Victoria",2,0,13,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391798,"Junction Oval, Melbourne","Melbourne","Western Australia","Victoria","Victoria","field","CJ Gannon","Western Australia",NA,"138"
"JM Holland",2022-02-09,"Victoria","South Australia",1,0,13,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270451,"Adelaide Oval","Adelaide","South Australia","Victoria","South Australia","bat","PSP Handscomb",NA,NA,NA
"L Pope",2020-10-10,"South Australia","Western Australia",2,0,13,0,0,0,1,0,0,0,0,"Sheffield Shield","2020/21",1233443,"Karen Rolton Oval, Adelaide","Adelaide","Western Australia","South Australia","Western Australia","bat","AC Agar","Western Australia",NA,"205"
"LR Morris",2022-10-17,"Western Australia","Victoria",1,0,13,0,0,0,1,NA,0,0,0,"Sheffield Shield","2022/23",1322400,"Junction Oval, Melbourne","Melbourne","Western Australia","Victoria","Western Australia","bat","PSP Handscomb",NA,NA,NA
"M Labuschagne",2019-03-03,"Queensland","New South Wales",2,0,13,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150130,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","New South Wales","Queensland","Queensland","field","MC Henriques","New South Wales",NA,"174"
"HNA Conway",2020-03-06,"New South Wales","Tasmania",2,0,12,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196138,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","NT Ellis","Tasmania","9",NA
"JA Freeman",2024-03-21,"Tasmania","Western Australia",2,0,12,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391800,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Tasmania","Tasmania","field","SM Whiteman","Western Australia",NA,"377"
"JR Hazlewood",2021-02-17,"New South Wales","Victoria",2,0,12,0,0,0,2,NA,0,0,0,"Sheffield Shield","2020/21",1244512,"Sydney Cricket Ground","Sydney","New South Wales","Victoria","Victoria","field","NJ Maddinson","Victoria","4",NA
"L Neil-Smith",2023-10-26,"Tasmania","Queensland",1,0,12,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391777,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","MS Wade","Tasmania","3",NA
"NP Winter",2019-03-03,"South Australia","Western Australia",2,0,12,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150131,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","M Kelly","Western Australia","6",NA
"RP Meredith",2019-12-07,"Tasmania","South Australia",2,0,12,0,0,0,1,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196131,"Bellerive Oval, Hobart","Hobart","Tasmania","South Australia","South Australia","field","WA Agar","South Australia","6",NA
"SM Boland",2023-03-14,"Victoria","Western Australia",1,0,12,0,0,0,1,NA,0,0,0,"Sheffield Shield","2022/23",1322425,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Boland","Victoria","7",NA
"TJ Dean",2022-11-10,"Victoria","Queensland",2,0,12,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322405,"Allan Border Field, Brisbane","Brisbane","Victoria","Queensland","Victoria","bat","MG Neser","Queensland",NA,"10"
"CJ Ferguson",2020-10-30,"South Australia","Victoria",2,0,11,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1233450,"Gliderol Stadium, Adelaide","Adelaide","South Australia","Victoria","South Australia","bat","WJ Pucovski",NA,NA,NA
"JP Inglis",2019-03-12,"Western Australia","Tasmania",2,0,11,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150134,"Bellerive Oval, Hobart","Hobart","Western Australia","Tasmania","Tasmania","field","SM Whiteman","Western Australia",NA,"51"
"M Perry",2021-11-05,"Victoria","New South Wales",1,0,11,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270437,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","SM Boland","Victoria",NA,"174"
"RP Meredith",2024-02-16,"Tasmania","Western Australia",1,0,11,0,0,0,1,NA,0,0,0,"Sheffield Shield","2023/24",1391792,"Bellerive Oval, Hobart","Hobart","Tasmania","Western Australia","Western Australia","field","CP Jewell",NA,NA,NA
"SM Boland",2022-02-18,"Victoria","Queensland",1,0,11,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270453,"Junction Oval, Melbourne","Melbourne","Queensland","Victoria","Queensland","bat","NJ Maddinson",NA,NA,NA
"AJ Nair",2022-03-15,"New South Wales","Western Australia",1,0,10,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270445,"Bankstown Oval, Sydney","Sydney","Western Australia","New South Wales","Western Australia","bat","CT Bancroft",NA,NA,NA
"B Stanlake",2019-10-10,"Queensland","New South Wales",2,0,10,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196115,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","New South Wales","Queensland","bat","HNA Conway","New South Wales","5",NA
"JS Buckingham",2022-03-23,"South Australia","New South Wales",1,0,10,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270438,"Karen Rolton Oval, Adelaide","Adelaide","New South Wales","South Australia","South Australia","field","JJS Sangha","South Australia","5",NA
"M Labuschagne",2019-11-02,"Queensland","Western Australia",1,0,10,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196122,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"W Parker",2021-11-20,"Victoria","New South Wales",1,0,10,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270462,"Sydney Cricket Ground","Sydney","New South Wales","Victoria","Victoria","field","TJ Dean",NA,NA,NA
"BJ Holt",2022-10-18,"New South Wales","Queensland",2,0,9,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322401,"Drummoyne Oval, Sydney","Sydney","New South Wales","Queensland","Queensland","field","MT Renshaw",NA,NA,NA
"LJ Robins",2019-03-20,"South Australia","Victoria",2,0,9,0,0,0,1,0,0,0,0,"Sheffield Shield","2018/19",1150136,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Victoria","South Australia","bat","CP Tremain","Victoria","7",NA
"MT Steketee",2021-02-17,"Queensland","Tasmania",2,0,9,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244519,"Bellerive Oval, Hobart","Hobart","Tasmania","Queensland","Queensland","field","JA Burns","Queensland","3",NA
"S Fanning",2023-11-28,"Western Australia","Queensland",1,0,9,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391787,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","HWR Cartwright",NA,NA,NA
"SM Boland",2022-02-09,"Victoria","South Australia",1,0,9,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270451,"Adelaide Oval","Adelaide","South Australia","Victoria","South Australia","bat","PSP Handscomb",NA,NA,NA
"BL Edwards",2022-03-23,"Queensland","Tasmania",2,0,8,0,0,0,2,NA,0,0,0,"Sheffield Shield","2021/22",1270455,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","SL Rainbird","Tasmania",NA,"231"
"J Nisbet",2023-11-28,"New South Wales","Tasmania",2,0,8,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391786,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","Tasmania","field","CP Tremain","New South Wales",NA,"74"
"L Pope",2018-11-16,"South Australia","Western Australia",2,0,8,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150118,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","SE Marsh","Western Australia","5",NA
"LR Morris",2023-11-06,"Western Australia","New South Wales",2,0,8,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391780,"Sydney Cricket Ground","Sydney","Western Australia","New South Wales","New South Wales","field","O Davies","New South Wales","10",NA
"MT Steketee",2022-10-31,"Queensland","Western Australia",2,0,8,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322404,"Western Australia Cricket Association Ground, Perth","Perth","Queensland","Western Australia","Western Australia","field","AM Hardie","Western Australia","3",NA
"SL Rainbird",2018-10-16,"Tasmania","Queensland",2,0,8,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150109,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","JM Bird","Tasmania",NA,"246"
"XA Crone",2021-11-20,"Victoria","New South Wales",1,0,8,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270462,"Sydney Cricket Ground","Sydney","New South Wales","Victoria","Victoria","field","TJ Dean",NA,NA,NA
"XC Bartlett",2022-11-10,"Queensland","Victoria",1,0,8,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322405,"Allan Border Field, Brisbane","Brisbane","Victoria","Queensland","Victoria","bat","MG Neser","Queensland",NA,"10"
"JS Buckingham",2022-10-31,"South Australia","New South Wales",1,0,7,0,0,0,1,NA,0,0,0,"Sheffield Shield","2022/23",1322403,"North Dalton Park, Wollongong","Wollongong","New South Wales","South Australia","New South Wales","bat","WA Agar",NA,NA,NA
"JS Lehmann",2019-10-18,"South Australia","Queensland",2,0,7,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196118,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","South Australia","Queensland","South Australia","bat","M Labuschagne","Queensland","4",NA
"L Pope",2018-10-16,"South Australia","New South Wales",1,0,7,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150108,"Adelaide Oval","Adelaide","New South Wales","South Australia","South Australia","field","TA Copeland",NA,NA,NA
"MG Neser",2023-11-06,"Queensland","South Australia",2,0,7,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391781,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","South Australia","Queensland","Queensland","field","N McAndrew","South Australia",NA,"3"
"MT Steketee",2022-02-09,"Queensland","New South Wales",2,0,7,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270459,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","CP Tremain","New South Wales","2",NA
"NM Lyon",2023-11-06,"New South Wales","Western Australia",1,0,7,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391780,"Sydney Cricket Ground","Sydney","Western Australia","New South Wales","New South Wales","field","O Davies","New South Wales","10",NA
"XC Bartlett",2019-11-02,"Queensland","Western Australia",1,0,7,0,0,0,1,NA,0,0,0,"Marsh Sheffield Shield","2019/20",1196122,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"AP Chandrasinghe",2023-03-02,"Victoria","New South Wales",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322420,"Lavington Sports Oval, Albury","Albury","New South Wales","Victoria","Victoria","field","MW Short","Victoria","10",NA
"BR McDermott",2023-10-14,"Queensland","Victoria",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391773,"Great Barrier Reef Arena, Mackay","Mackay","Victoria","Queensland","Queensland","field","MT Renshaw","Queensland",NA,"104"
"CP Tremain",2023-11-28,"New South Wales","Tasmania",2,0,6,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391786,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","Tasmania","field","CP Tremain","New South Wales",NA,"74"
"GT Bell",2021-11-10,"Tasmania","South Australia",1,0,6,0,0,0,1,NA,0,0,0,"Sheffield Shield","2021/22",1270446,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","HJ Hunt",NA,NA,NA
"GT Bell",2023-11-28,"Tasmania","New South Wales",2,0,6,0,0,0,2,NA,0,0,0,"Sheffield Shield","2023/24",1391786,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","Tasmania","field","CP Tremain","New South Wales",NA,"74"
"HNA Conway",2019-03-03,"New South Wales","Queensland",2,0,6,0,0,0,2,NA,0,0,0,"Sheffield Shield","2018/19",1150130,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","New South Wales","Queensland","Queensland","field","MC Henriques","New South Wales",NA,"174"
"HNA Conway",2020-10-30,"New South Wales","Queensland",2,0,6,0,0,0,2,NA,0,0,0,"Sheffield Shield","2020/21",1233448,"Karen Rolton Oval, Adelaide","Adelaide","Queensland","New South Wales","New South Wales","field","MJ Swepson","New South Wales","1",NA
"JJS Sangha",2023-10-04,"New South Wales","Queensland",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391771,"Cricket Central, Sydney","Sydney","Queensland","New South Wales","New South Wales","field","J Edwards",NA,NA,NA
"JS Buckingham",2023-10-03,"South Australia","Tasmania",2,0,6,0,0,0,1,0,0,0,0,"Sheffield Shield","2023/24",1391770,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Tasmania","South Australia","bat","CA Wakim","Tasmania","7",NA
"L Guthrie",2018-03-14,"Western Australia","South Australia",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2017/18",1118893,"Gliderol Stadium, Adelaide","Adelaide","Western Australia","South Australia","South Australia","field","HWR Cartwright","Western Australia",NA,"241"
"L Neil-Smith",2023-10-03,"Tasmania","South Australia",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391770,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Tasmania","South Australia","bat","CA Wakim","Tasmania","7",NA
"MG Neser",2021-04-15,"Queensland","New South Wales",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244521,"Allan Border Field, Brisbane","Brisbane","New South Wales","Queensland","New South Wales","bat","M Labuschagne","Queensland",NA,"33"
"SE Marsh",2020-02-24,"Western Australia","Tasmania",2,0,6,0,0,0,0,0,0,0,0,"Marsh Sheffield Shield","2019/20",1196136,"Bellerive Oval, Hobart","Hobart","Western Australia","Tasmania","Tasmania","field","BJ Webster","Tasmania","5",NA
"TJ Dean",2018-11-27,"Victoria","Queensland",2,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150121,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","JA Burns","Queensland","8",NA
"W Sutherland",2021-04-03,"Victoria","South Australia",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1251084,"Junction Oval, Melbourne","Melbourne","South Australia","Victoria","South Australia","bat","JM Holland",NA,NA,NA
"WA Agar",2023-02-10,"South Australia","Western Australia",1,0,6,0,0,0,0,0,0,0,0,"Sheffield Shield","2022/23",1322415,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DR Drew","South Australia",NA,"164"
"CP Tremain",2019-03-20,"Victoria","South Australia",1,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150136,"Karen Rolton Oval, Adelaide","Adelaide","South Australia","Victoria","South Australia","bat","CP Tremain","Victoria","7",NA
"D Warren",2023-11-28,"Victoria","South Australia",2,0,5,0,0,0,2,NA,0,0,0,"Sheffield Shield","2023/24",1391785,"Adelaide Oval","Adelaide","Victoria","South Australia","South Australia","field","SB Harper","Victoria",NA,"23"
"GS Sandhu",2023-11-06,"Queensland","South Australia",2,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2023/24",1391781,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","South Australia","Queensland","Queensland","field","N McAndrew","South Australia",NA,"3"
"HJ Nielsen",2021-11-10,"South Australia","Tasmania",1,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270446,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","HJ Hunt",NA,NA,NA
"JA Freeman",2021-03-20,"Tasmania","New South Wales",2,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1244510,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","JM Bird","Tasmania",NA,"298"
"NM Lyon",2020-11-08,"New South Wales","Tasmania",1,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2020/21",1233452,"Park 25 No 2, Adelaide","Adelaide","New South Wales","Tasmania","Tasmania","field","SA Abbott","New South Wales",NA,"145"
"SA Abbott",2018-11-05,"New South Wales","Tasmania",1,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2018/19",1150114,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","JJS Sangha",NA,NA,NA
"SL Rainbird",2022-02-18,"Tasmania","New South Wales",2,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2021/22",1270447,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","H Kerr","New South Wales",NA,"75"
"SNJ O'Keefe",2018-02-24,"New South Wales","Tasmania",1,0,5,0,0,0,0,0,0,0,0,"Sheffield Shield","2017/18",1118885,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","BJ Webster",NA,NA,NA
