"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","outcome","method","eliminator"
1148673,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2018",2018-09-05,"Caribbean Premier League",27,"Queen's Park Oval, Port of Spain","Trinidad","Guyana Amazon Warriors","field","C Munro","LS Reifer","S George","Danesh Ramdhanie","PA Gustard","D Govindjee","Trinbago Knight Riders",67,NA,NA,NA,NA
1148674,6,"Trinbago Knight Riders","Barbados Tridents","male","2018",2018-09-07,"Caribbean Premier League",28,"Queen's Park Oval, Port of Spain","Trinidad","Barbados Tridents","field","Fawad Ahmed","PA Gustard","S George","Zahid Bassarath","LS Reifer","D Govindjee","Trinbago Knight Riders",9,NA,NA,NA,NA
1148675,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2018",2018-09-08,"Caribbean Premier League",29,"Providence Stadium","Guyana","Jamaica Tallawahs","field","R Powell","N Duguid","L Rusere","S Crawford","GO Brathwaite","Denavon Hayles","Jamaica Tallawahs",NA,8,NA,NA,NA
1148676,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2018",2018-09-09,"Caribbean Premier League",30,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","SE Rutherford","L Rusere","GO Brathwaite","S Crawford","N Duguid","Denavon Hayles","Guyana Amazon Warriors",NA,6,NA,NA,NA
1148677,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2018",2018-09-11,"Caribbean Premier League",NA,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","SO Hetmyer","LS Reifer","L Rusere","S Crawford","N Duguid","D Govindjee","Guyana Amazon Warriors",NA,2,NA,NA,NA
1148678,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2018",2018-09-12,"Caribbean Premier League",NA,"Providence Stadium","Guyana","St Kitts and Nevis Patriots","field","AP Devcich","N Duguid","L Rusere","S Crawford","LS Reifer","D Govindjee","St Kitts and Nevis Patriots",NA,2,NA,NA,NA
1148679,6,"Trinbago Knight Riders","St Kitts and Nevis Patriots","male","2018",2018-09-14,"Caribbean Premier League",NA,"Brian Lara Stadium, Tarouba","Trinidad","St Kitts and Nevis Patriots","field","Fawad Ahmed","N Duguid","LS Reifer","Danesh Ramdhanie","L Rusere","D Govindjee","Trinbago Knight Riders",20,NA,NA,NA,NA
1148680,6,"Guyana Amazon Warriors","Trinbago Knight Riders","male","2018",2018-09-16,"Caribbean Premier League",NA,"Brian Lara Stadium, Tarouba","Trinidad","Trinbago Knight Riders","field","K Pierre","LS Reifer","L Rusere","Zahid Bassarath","N Duguid","D Govindjee","Trinbago Knight Riders",NA,8,NA,NA,NA
1185837,6,"Trinbago Knight Riders","St Kitts and Nevis Patriots","male","2019",2019-09-04,"Caribbean Premier League",1,"Queen's Park Oval, Port of Spain","Trinidad","St Kitts and Nevis Patriots","field","JDS Neesham","LS Reifer","Zahid Bassarath","Danesh Ramdhanie","S George","SJA Taufel","Trinbago Knight Riders",11,NA,NA,NA,NA
1185838,6,"Guyana Amazon Warriors","St Lucia Zouks","male","2019",2019-09-05,"Caribbean Premier League",2,"Providence Stadium","Guyana","St Lucia Zouks","field","CJ Green","N Duguid","GO Brathwaite","Imran Moakan","L Rusere","M Ragoonath","Guyana Amazon Warriors",13,NA,NA,NA,NA
1185839,6,"Trinbago Knight Riders","Jamaica Tallawahs","male","2019",2019-09-06,"Caribbean Premier League",3,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","SP Narine","LS Reifer","S George","Danesh Ramdhanie","Zahid Bassarath","SJA Taufel","Trinbago Knight Riders",22,NA,NA,NA,NA
1185840,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2019",2019-09-07,"Caribbean Premier League",4,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","SO Hetmyer","N Duguid","L Rusere","Imran Moakan","GO Brathwaite","M Ragoonath","Guyana Amazon Warriors",NA,8,NA,NA,NA
1185841,6,"St Lucia Zouks","Trinbago Knight Riders","male","2019",2019-09-08,"Caribbean Premier League",5,"Queen's Park Oval, Port of Spain","Trinidad","St Lucia Zouks","bat","LMP Simmons","Zahid Bassarath","S George","Danesh Ramdhanie","LS Reifer","SJA Taufel","Trinbago Knight Riders",NA,7,NA,NA,NA
1185842,6,"Guyana Amazon Warriors","Barbados Tridents","male","2019",2019-09-08,"Caribbean Premier League",6,"Providence Stadium","Guyana","Barbados Tridents","field","N Pooran","L Rusere","GO Brathwaite","Imran Moakan","N Duguid","M Ragoonath","Guyana Amazon Warriors",47,NA,NA,NA,NA
1185843,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2019",2019-09-10,"Caribbean Premier League",7,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field","E Lewis","LS Reifer","Zahid Bassarath","CM Tuckett","S George","SJA Taufel","St Kitts and Nevis Patriots",NA,4,NA,NA,NA
