"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"A Nortje",2019-11-14,"Jozi Stars","Cape Town Blitz",2,"3.2",0,18,2,5.4,10,"Mzansi Super League","2019/20",1201975,"Newlands, Cape Town","Cape Town","Cape Town Blitz","Jozi Stars","Jozi Stars","field","LS Livingstone","Cape Town Blitz",NA,"57"
"BE Hendricks",2018-12-02,"Nelson Mandela Bay Giants","Jozi Stars",2,"2.4",0,18,2,6.75,9,"Mzansi Super League","2018/19",1162659,"St George's Park, Port Elizabeth","Port Elizabeth","Jozi Stars","Nelson Mandela Bay Giants","Jozi Stars","bat","RR Hendricks","Jozi Stars",NA,"81"
"DJ Bravo",2018-12-07,"Cape Town Blitz","Paarl Rocks",2,"4.0",0,18,2,4.5,8,"Mzansi Super League","2018/19",1162664,"Newlands, Cape Town","Cape Town","Paarl Rocks","Cape Town Blitz","Paarl Rocks","bat","Q de Kock","Cape Town Blitz","6",NA
"TL Moreki",2018-11-28,"Durban Heat","Paarl Rocks",2,"2.0",0,18,2,9,6,"Mzansi Super League","2018/19",1162654,"Kingsmead, Durban","Durban","Paarl Rocks","Durban Heat","Durban Heat","field","H Davids","Paarl Rocks",NA,"32"
"Wahab Riaz",2019-12-01,"Tshwane Spartans","Cape Town Blitz",2,"3.0",0,18,2,6,10,"Mzansi Super League","2019/20",1201991,"Newlands, Cape Town","Cape Town","Cape Town Blitz","Tshwane Spartans","Cape Town Blitz","bat","DW Steyn","Cape Town Blitz",NA,"15"
"D Olivier",2018-11-20,"Paarl Rocks","Jozi Stars",2,"4.0",0,19,2,4.75,15,"Mzansi Super League","2018/19",1162645,"Boland Park, Paarl","Paarl","Jozi Stars","Paarl Rocks","Paarl Rocks","field","RD Rickelton","Jozi Stars",NA,"60"
"Imran Tahir",2019-11-27,"Paarl Rocks","Nelson Mandela Bay Giants",1,"4.0",0,19,2,4.75,11,"Mzansi Super League","2019/20",1201986,"St George's Park, Port Elizabeth","Port Elizabeth","Paarl Rocks","Nelson Mandela Bay Giants","Nelson Mandela Bay Giants","field","FD Adams","Paarl Rocks",NA,"31"
"BC Fortuin",2019-11-24,"Cape Town Blitz","Paarl Rocks",2,"4.0",0,20,2,5,11,"Mzansi Super League","2019/20",1201984,"Newlands, Cape Town","Cape Town","Paarl Rocks","Cape Town Blitz","Cape Town Blitz","field","H Davids","Paarl Rocks",NA,"2"
"SR Harmer",2018-12-07,"Durban Heat","Jozi Stars",1,"4.0",0,20,2,5,8,"Mzansi Super League","2018/19",1162663,"Kingsmead, Durban","Durban","Durban Heat","Jozi Stars","Durban Heat","bat","DJ Vilas","Jozi Stars","1",NA
"T Shamsi",2018-12-02,"Durban Heat","Paarl Rocks",1,"4.0",0,20,2,5,12,"Mzansi Super League","2018/19",1162658,"Boland Park, Paarl","Paarl","Durban Heat","Paarl Rocks","Durban Heat","bat","F du Plessis","Paarl Rocks","9",NA
