"striker","start_date","batting_team","bowling_team","innings","RunsScored","BallsFaced","Fours","Sixes","StrikeRate","NotOut","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"A Gardner",2023-03-16,"Gujarat Giants","Delhi Capitals",1,51,33,9,0,154.545454545455,TRUE,"Women's Premier League","2022/23",1358942,"Brabourne Stadium, Mumbai","Mumbai","Gujarat Giants","Delhi Capitals","Delhi Capitals","field","A Gardner","Gujarat Giants",NA,"11"
"H Kaur",2023-03-14,"Mumbai Indians","Gujarat Giants",1,51,30,7,2,170,FALSE,"Women's Premier League","2022/23",1358940,"Brabourne Stadium, Mumbai","Mumbai","Mumbai Indians","Gujarat Giants","Gujarat Giants","field","H Kaur","Mumbai Indians",NA,"55"
"RM Ghosh",2024-03-10,"Royal Challengers Bangalore","Delhi Capitals",2,51,29,4,3,175.862068965517,FALSE,"Women's Premier League","2023/24",1417732,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","JI Rodrigues","Delhi Capitals",NA,"1"
"TM McGrath",2023-03-12,"UP Warriorz","Mumbai Indians",1,50,37,9,0,135.135135135135,FALSE,"Women's Premier League","2022/23",1358938,"Brabourne Stadium, Mumbai","Mumbai","UP Warriorz","Mumbai Indians","UP Warriorz","bat","H Kaur","Mumbai Indians","8",NA
"Shafali Verma",2024-02-29,"Delhi Capitals","Royal Challengers Bangalore",1,50,31,3,4,161.290322580645,FALSE,"Women's Premier League","2023/24",1417722,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Delhi Capitals","Royal Challengers Bangalore","Royal Challengers Bangalore","field","M Kapp","Delhi Capitals",NA,"25"
"YH Bhatia",2024-03-09,"Mumbai Indians","Gujarat Giants",2,49,36,8,1,136.111111111111,FALSE,"Women's Premier League","2023/24",1417731,"Arun Jaitley Stadium, Delhi","Delhi","Gujarat Giants","Mumbai Indians","Gujarat Giants","bat","H Kaur","Mumbai Indians","7",NA
"EA Perry",2024-03-10,"Royal Challengers Bangalore","Delhi Capitals",2,49,32,7,1,153.125,FALSE,"Women's Premier League","2023/24",1417732,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","JI Rodrigues","Delhi Capitals",NA,"1"
"A Capsey",2024-03-10,"Delhi Capitals","Royal Challengers Bangalore",1,48,32,8,0,150,FALSE,"Women's Premier League","2023/24",1417732,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","JI Rodrigues","Delhi Capitals",NA,"1"
"G Wareham",2024-03-06,"Royal Challengers Bangalore","Gujarat Giants",2,48,22,6,2,218.181818181818,FALSE,"Women's Premier League","2023/24",1417728,"Arun Jaitley Stadium, Delhi","Delhi","Gujarat Giants","Royal Challengers Bangalore","Gujarat Giants","bat","BL Mooney","Gujarat Giants",NA,"19"
"HK Matthews",2023-03-04,"Mumbai Indians","Gujarat Giants",1,47,31,3,4,151.612903225806,FALSE,"Women's Premier League","2022/23",1358929,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Mumbai Indians","Gujarat Giants","Gujarat Giants","field","H Kaur","Mumbai Indians",NA,"143"
"H Kaur",2024-02-25,"Mumbai Indians","Gujarat Giants",2,46,41,5,1,112.19512195122,TRUE,"Women's Premier League","2023/24",1417718,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Gujarat Giants","Mumbai Indians","Mumbai Indians","field","AC Kerr","Mumbai Indians","5",NA
"A Capsey",2024-02-29,"Delhi Capitals","Royal Challengers Bangalore",1,46,33,4,2,139.393939393939,FALSE,"Women's Premier League","2023/24",1417722,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Delhi Capitals","Royal Challengers Bangalore","Royal Challengers Bangalore","field","M Kapp","Delhi Capitals",NA,"25"
"GM Harris",2023-03-15,"UP Warriorz","Royal Challengers Bangalore",1,46,32,5,2,143.75,FALSE,"Women's Premier League","2022/23",1358941,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","UP Warriorz","Royal Challengers Bangalore","Royal Challengers Bangalore","field","KS Ahuja","Royal Challengers Bangalore","5",NA
"H Deol",2023-03-05,"Gujarat Giants","UP Warriorz",1,46,32,7,0,143.75,FALSE,"Women's Premier League","2022/23",1358931,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","GM Harris","UP Warriorz","3",NA
"KS Ahuja",2023-03-15,"Royal Challengers Bangalore","UP Warriorz",2,46,30,8,1,153.333333333333,FALSE,"Women's Premier League","2022/23",1358941,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","UP Warriorz","Royal Challengers Bangalore","Royal Challengers Bangalore","field","KS Ahuja","Royal Challengers Bangalore","5",NA
"S Sehrawat",2024-02-26,"UP Warriorz","Delhi Capitals",1,45,42,5,1,107.142857142857,FALSE,"Women's Premier League","2023/24",1417719,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","UP Warriorz","Delhi Capitals","Delhi Capitals","field","M Kapp","Delhi Capitals","9",NA
"NR Sciver-Brunt",2023-03-12,"Mumbai Indians","UP Warriorz",2,45,31,6,1,145.161290322581,TRUE,"Women's Premier League","2022/23",1358938,"Brabourne Stadium, Mumbai","Mumbai","UP Warriorz","Mumbai Indians","UP Warriorz","bat","H Kaur","Mumbai Indians","8",NA
"NR Sciver-Brunt",2024-03-07,"Mumbai Indians","UP Warriorz",1,45,31,8,0,145.161290322581,FALSE,"Women's Premier League","2023/24",1417729,"Arun Jaitley Stadium, Delhi","Delhi","Mumbai Indians","UP Warriorz","Mumbai Indians","bat","NR Sciver-Brunt","Mumbai Indians",NA,"42"
