"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"S Munro",2024-06-30,"Thunder","Sunrisers",2,"6.2",0,25,5,3.94736842105263,23,"Rachael Heyhoe Flint Trophy","2024","1427832","County Ground, Chelmsford","Chelmsford","Sunrisers","Thunder","Sunrisers","bat",NA,"Sunrisers",NA,"30"
"FMK Morris",2020-09-05,"Sunrisers","Western Storm",2,"10.0",3,26,5,2.6,48,"Rachael Heyhoe Flint Trophy","2020","1229335","County Ground, Chelmsford","Chelmsford","Western Storm","Sunrisers","Sunrisers","field","FMK Morris","Western Storm",NA,"86"
"N Boochatham",2021-11-25,"Bangladesh","Thailand",1,"7.0",2,26,5,3.71428571428571,30,"ICC Women's Cricket World Cup Qualifier","2021/22","1286910","Harare Sports Club","Harare","Bangladesh","Thailand","Thailand","field","S Tippoch","Thailand",NA,"16"
"EL Arlott",2021-06-05,"Southern Vipers","Central Sparks",2,"8.0",2,29,5,3.625,36,"Rachael Heyhoe Flint Trophy","2021","1252275","County Ground, Hove","Brighton","Central Sparks","Southern Vipers","Central Sparks","bat",NA,"Central Sparks",NA,"120"
"G Ballinger",2022-07-09,"Thunder","Lightning",1,"10.0",1,29,5,2.9,39,"Rachael Heyhoe Flint Trophy","2022","1297933","Haslegrave Ground, Loughborough","Loughborough","Thunder","Lightning","Thunder","bat",NA,"Lightning","5",NA
"KE Bryce",2020-08-31,"Northern Diamonds","Lightning",1,"10.0",1,29,5,2.9,42,"Rachael Heyhoe Flint Trophy","2020","1229333","Riverside Ground, Chester-le-Street","Chester-le-Street","Northern Diamonds","Lightning","Northern Diamonds","bat",NA,"Northern Diamonds",NA,"9"
"AH Maqsood",2023-04-22,"Southern Vipers","Sunrisers",2,"9.2",1,30,5,3.21428571428571,37,"Rachael Heyhoe Flint Trophy","2023","1347403","The Rose Bowl, Southampton","Southampton","Sunrisers","Southern Vipers","Sunrisers","bat",NA,"Sunrisers",NA,"126"
"R MacDonald-Gay",2024-04-24,"The Blaze","South East Stars",1,"10.0",2,31,5,3.1,46,"Rachael Heyhoe Flint Trophy","2024","1427810","Grace Road, Leicester","Leicester","The Blaze","South East Stars","The Blaze","bat",NA,"South East Stars","8",NA
"HE Jones",2021-09-18,"South East Stars","Thunder",2,"9.0",1,33,5,3.66666666666667,40,"Rachael Heyhoe Flint Trophy","2021","1252289","Kent County Cricket Ground, Beckenham","Beckenham","Thunder","South East Stars","Thunder","bat",NA,"Thunder",NA,"55"
"NE Farrant",2021-05-29,"Sunrisers","South East Stars",2,"8.0",1,33,5,4.125,29,"Rachael Heyhoe Flint Trophy","2021","1252266","County Ground, Chelmsford","Chelmsford","South East Stars","Sunrisers","Sunrisers","field",NA,"South East Stars",NA,"135"
